"";"CoefficientOfVariation";"Animal";"Time"
"1";0,192597682898863;"6722";0
"2";0,18944940099547;"6722";0
"3";0,196226889400757;"6722";0,333333333333333
"4";0,200016380671529;"6722";0,333333333333333
"5";0,209919159118659;"6722";0,5
"6";0,214841711807615;"6722";0,5
"7";0,21078196202832;"6722";0,833333333333333
"8";0,209049484022624;"6722";0,833333333333333
"9";0,209644807512615;"6722";1
"10";0,208738960874983;"6722";1
"11";0,207849729913943;"6722";1,33333333333333
"12";0,198618880190093;"6722";1,33333333333333
"13";0,191537714824331;"6722";1,5
"14";0,182212140513727;"6722";1,5
"15";0,166032604535047;"6722";1,83333333333333
"16";0,154559107402795;"6722";1,83333333333333
"17";0,164630136135485;"6722";2
"18";0,170838474334189;"6722";2
"19";0,183301961427951;"6722";2,33333333333333
"20";0,186611557562911;"6722";2,33333333333333
"21";0,216352680369038;"6722";2,5
"22";0,213555284708803;"6722";2,5
"23";0,193136440273033;"6722";2,83333333333333
"24";0,178606250525905;"6722";2,83333333333333
"25";0,162944973934449;"6722";3
"26";0,161121359105853;"6722";3
"27";0,137617479699048;"6722";3,33333333333333
"28";0,0932486952968302;"6722";3,33333333333333
"29";0,0947641375459449;"6722";3,5
"30";0,0817895132860334;"6722";3,5
"31";0,0894117866375983;"6722";3,83333333333333
"32";0,124460526615858;"6722";3,83333333333333
"33";0,153872176363035;"6722";4
"34";0,161620707322348;"6722";4
"35";0,162753259059003;"6722";4,33333333333333
"36";0,136888320766858;"6722";4,33333333333333
"37";0,13941249567408;"6722";4,5
"38";0,141312187287136;"6722";4,5
"39";0,141241295203335;"6722";4,83333333333333
"40";0,141408454927591;"6722";4,83333333333333
"41";0,158602691802936;"6722";5
"42";0,164378544997464;"6722";5
"43";0,168987787066177;"6722";5,33333333333333
"44";0,17567126868;"6722";5,33333333333333
"45";0,163455186030665;"6722";5,5
"46";0,162625700436021;"6722";5,5
"47";0,158308082677333;"6722";5,83333333333333
"48";0,158731354659766;"6722";5,83333333333333
"49";0,156540149928542;"6722";6
"50";0,147120722174314;"6722";6
"51";0,14586429841584;"6722";6,33333333333333
"52";0,148412756682805;"6722";6,33333333333333
"53";0,130612889664046;"6722";6,5
"54";0,131131060151649;"6722";6,5
"55";0,130205646738777;"6722";6,83333333333333
"56";0,134614520700183;"6722";6,83333333333333
"57";0,145626172381735;"6722";7
"58";0,14240061322082;"6722";7
"59";0,138580633229637;"6722";7,33333333333333
"60";0,136327926875484;"6722";7,33333333333333
"61";0,14558408873569;"6722";7,5
"62";0,152278383086891;"6722";7,5
"63";0,150576828166873;"6722";7,83333333333333
"64";0,161239916196365;"6722";7,83333333333333
"65";0,147822982803362;"6722";8
"66";0,140885743909183;"6722";8
"67";0,146236588092654;"6722";8,33333333333333
"68";0,150521081740654;"6722";8,33333333333333
"69";0,137385220442694;"6722";8,5
"70";0,135441864289233;"6722";8,5
"71";0,14428876145891;"6722";8,83333333333333
"72";0,133800794842222;"6722";8,83333333333333
"73";0,137299690872432;"6722";9
"74";0,138746932261081;"6722";9
"75";0,142686470023573;"6722";9,33333333333333
"76";0,137470625788334;"6722";9,33333333333333
"77";0,137319444541557;"6722";9,5
"78";0,136610912509799;"6722";9,5
"79";0,11739398848965;"6722";9,83333333333333
"80";0,11096601994702;"6722";9,83333333333333
"81";0,112982988644081;"6722";10
"82";0,111610444025664;"6722";10
"83";0,110097204821691;"6722";10,3333333333333
"84";0,106802346595364;"6722";10,3333333333333
"85";0,106609587936298;"6722";10,5
"86";0,0475834083179633;"6722";10,5
"87";0,0401918014611622;"6722";10,8333333333333
"88";0,0528816287921984;"6722";10,8333333333333
"89";0,052693683383393;"6722";11
"90";0,0628025012279204;"6722";11
